name,releasedate,language,price,authors,contributors,narrators,audible_length_m,audible_rating,ratings_count
L'elisir d'amore,2012-10-26,english,211.0,Thomson Smillie,,David Timson,78,0.0,0
Die Fledermaus,2012-10-26,english,211.0,Thomson Smillie,,David Timson,79,0.0,0
Tancredi,2012-10-26,english,211.0,Thomson Smillie,,David Timson,77,0.0,0
Verdi: Falstaff,2012-10-26,english,211.0,Thomson Smillie,,David Timson,78,0.0,0
Enjoying Italian Opera with Dale Harris,2008-04-25,english,1054.0,Dale Harris,,Dale Harris,257,0.0,0
Enjoying Opera with Dale Harris,2008-04-25,english,1055.0,Dale Harris,,Dale Harris,269,0.0,0
Blues,2009-09-17,english,33.0,i Minds,,Ellouise Rothwell,7,0.0,0
Our Noise,2009-10-19,english,655.0,"John Cook, Mac Mc Caughan, Laura Ballance",,Ray Porter,540,0.0,0
In It for the Long Run,2015-12-28,english,820.0,Jim Rooney,,Jim Rooney,726,0.0,0
Imagine,2015-01-07,english,100.0,Charles J. Shields,,Brian Troxell,55,5.0,1
All Shook Up,2006-05-09,english,702.0,Carson Holloway,,Nadia May,389,0.0,0
Cilla: 1943-2015,2015-12-23,english,721.0,Douglas Thompson,,Liane- Rose Bunce,649,0.0,0
How to Be Beyoncé,2013-10-30,english,100.0,Madison Moore,,Zane Sanchez,89,0.0,0
Democracy of Sound,2014-01-30,english,752.0,Alex Cummings,,Aaron Abano,681,0.0,0
The Republic of Rock,2014-02-03,english,836.0,Michael J. Kramer,,Lance Axt,510,0.0,0
Children of the Stone,2015-06-16,english,836.0,Sandy Tolan,,Fajer Al- Kaisi,754,0.0,0
Fifty Sides of the Beach Boys,2013-01-08,english,668.0,Mark Dillon,,Mark Dillon,637,0.0,0
Late Life Jazz,2014-06-17,english,668.0,"Ken Crossland, Malcom Macfarlane",,Allyson Johnson,567,0.0,0
The King and I: How Elvis Shaped My Life,2014-04-03,english,100.0,Harry Mount,,Nicholas Camm,78,0.0,0
Tales from Country Music,2013-03-12,english,668.0,"Paul Zamek, Gerry Wood",,Erik Davies,369,0.0,0
Clark,2012-10-31,english,836.0,Clark Terry,,Bill Quinn,817,0.0,0
The Walrus and the Elephants,2013-12-03,english,668.0,James A. Mitchell,,Stephen Hoye,395,0.0,0
It's Just Begun,2009-05-19,english,702.0,"Ivan Sanchez, Louis Cedeno",,Joe Rodriguez,368,0.0,0
The Edison Phonograph Company and The California Ramblers,2009-05-26,english,166.0,Bill Mills,,Bill Mills,37,0.0,0
Werther,2012-10-26,english,211.0,Thomson Smillie,,David Timson,79,0.0,0
História da Ópera,2015-03-04,portuguese,164.0,Richard Fawkes,,Irineu Franco Perpetuo,307,0.0,0
Artisti di spalle,2015-12-16,italian,190.0,Marco Stanzani,,Marco Stanzani,104,0.0,0
Sweet Home Everywhere,2014-09-16,english,233.0,Jonathan Bernstein,TheNewNewSouth-editor,Kevin Stillwell,89,0.0,0
Hotter than a Match Head,2015-11-30,english,836.0,"Steve Boone, Tony Moss",,David Rapkin,690,0.0,0
"The Roaring Silence, Second Edition",2014-06-03,english,1003.0,David Revill,,Peter Brooke,938,0.0,0
Perfect Youth,2013-02-07,english,668.0,Sam Sutherland,,Kiff Vanden Heuvel,571,0.0,0
The Spirit of '76,2015-01-08,english,100.0,David Browne,,Eric Jason Martin,64,0.0,0
The Songs of Hollywood,2014-05-20,english,836.0,"Philip Furia, Laurie Patterson",,"Philip Furia, Laurie Patterson",653,0.0,0
Scary Monsters and Super Freaks,2013-02-14,english,974.0,Mike Sager,,George Orlando,1166,0.0,0
História da Música Clássica [History of Classical Music],2015-03-02,portuguese,141.0,Irineu Franco Perpetuo,,Irineu Franco Perpetuo,93,0.0,0
Songs Only You Know,2014-04-15,english,773.0,Sean Madigan Hoen,,Tristan Morris,723,0.0,0
The Gutbucket King,2014-04-02,english,100.0,Barry Yeoman,,Rob Cleveland,85,0.0,0
Rock Your Business,2013-02-07,english,668.0,David Fishof,,Andrew Danish,446,0.0,0
Nilsson,2014-05-06,english,1003.0,Alyn Shipton,,L. J. Ganser,978,0.0,0
Bruce Springsteen and the Promise of Rock 'n' Roll,2013-06-27,english,1003.0,Marc Dolan,,Evan Greenberg,1124,0.0,0
Deflowered,2013-06-28,english,668.0,Jon Ginoli,,Jon Ginoli,469,0.0,0
Ballet,2011-11-21,english,520.0,Robin Rinaldi,,Naomi Jacobson,140,5.0,1
Life & Works - Giuseppe Verdi,2012-11-12,english,820.0,Jeremy Siepmann,,"Jeremy Siepmann, Freddie Jones, Elaine Claxton,",293,0.0,0
"Chopin, o Poeta do Piano [Chopin, the Poet of the Piano]",2015-03-04,portuguese,141.0,Irineu Franco Perpetuo,,Irineu Franco Perpetuo,85,0.0,0
Alma Brasileira: a Trajetória de Villa-Lobos [Brazilian Soul: Villa-Lobos's Path],2015-03-02,portuguese,164.0,Irineu Franco Perpetuo,,Irineu Franco Perpetuo,64,0.0,0
Lucy in the Mind of Lennon,2014-03-11,english,501.0,Tim Kasser,,Derek Perkins,207,0.0,0
Changing Lives,2013-06-04,english,836.0,Tricia Tunstall,,Carol Monda,641,0.0,0
The Birth of an Opera,2013-04-30,english,1003.0,Michael Rose,,Derek Perkins,974,0.0,0
Music from The True Vine,2012-08-20,english,668.0,Bill C. Malone,,Joe Geoffrey,427,0.0,0
The Astaires,2013-05-06,english,668.0,Kathleen Riley,,Barbara Edelman,539,0.0,0
Nothing Is Real,2018-11-01,english,683.0,David Hepworth,,David Hepworth,372,0.0,0
Black or White ? Biographie de Michael Jackson,2016-08-31,french,679.0,Daniel Ichbiah,,Daniel Ichbiah,293,0.0,0
The Dresden Manuscripts,2015-10-14,english,702.0,David Wilson,,Stefan Rudnicki,464,0.0,0
An Invitation to the Opera,1999-12-15,english,836.0,John Louis Di Gaetani,,Nadia May,617,0.0,0
Enoch Arden,2012-01-24,english,352.0,"Alfred Lord Tennyson, Richard Strauss-music",,"Benjamin Luxon, Frederick Moyer-piano",72,0.0,0
Here Comes the Night,2014-12-23,english,836.0,Joel Selvin,,Christian Rummel,719,0.0,0
Guided by Voices,2016-01-27,english,668.0,James Greer,,Christopher Grove,489,0.0,0
You Only Rock Once,2014-03-26,english,836.0,Jerry Blavat,,"Andy Caploe, Jerry Blavat(introduction)",801,0.0,0
Finding My Voice,2013-02-05,english,683.0,Russell Watson,,Jonathan Keeble,582,0.0,0
Orfeo ed Euridice,2012-10-26,english,211.0,Thomson Smillie,,David Timson,66,0.0,0
Schumann,2018-10-04,english,949.0,Judith Chernaik,,Nicol Zanzarella,773,0.0,0
The Indispensable Composers,2018-11-06,english,1382.0,Anthony Tommasini,,Mark Bramhall,1224,5.0,1
Growing Up Dead,2014-03-17,english,668.0,Peter Conners,,Chris Andrew Ciulla,404,0.0,0
The Story of Motown,2018-10-16,english,703.0,Peter Benjaminson,GreilMacus-foreword,Sean Crisden,326,0.0,0
The Sound of Freedom,2013-03-04,english,836.0,Raymond Arsenault,,David Crommett,612,0.0,0
"That Thin, Wild Mercury Sound",2018-10-02,english,586.0,Daryl Sanders,,Graham Halstead,471,0.0,0
Across the Universe,2009-08-07,english,258.0,Geoffrey Giuliano,,Geoffrey Giuliano,89,0.0,0
Dark Horse,2009-08-07,english,258.0,Geoffrey Giuliano,,Geoffrey Giuliano,85,0.0,0
Song of a Nation,2018-10-02,english,1505.0,Robert Harris,,Robert Harris,433,0.0,0
Daniel O'Donnell,2009-03-05,english,683.0,Daniel O' Donnell,,Daniel O' Donnell,429,0.0,0
Working Class Man,2018-09-13,english,1328.0,Jimmy Barnes,,Jimmy Barnes,753,0.0,0
The Jimi Hendrix Experience,2014-01-14,english,501.0,Jerry Hopkins,,J. Paul Guimont,538,0.0,0
Here Comes Everybody,2015-05-28,english,721.0,James Fearnley,,James Fearnley,896,0.0,0
Face the Music,2016-11-15,english,100.0,Michael Lowenthal,,Jeremy Arthur,51,0.0,0
A Better Me,2018-10-04,english,1328.0,Gary Barlow,,Gary Barlow,623,5.0,1
Nowhere with You (Booktrack Edition),2018-09-04,english,773.0,Josh O’ Kane,,Jonathan Watton,338,0.0,0
Johann Sebastian Bach [Spanish Edition],2015-03-27,spanish,117.0,Online Studio Productions,,unknown,33,0.0,0
Indie Rock [Spanish Edition],2015-03-27,spanish,117.0,Online Studio Productions,,unknown,39,0.0,0
Historia del New Wave [History of New Wave],2015-03-27,spanish,117.0,Online Studio Productions,,unknown,32,0.0,0
Historia del Rock Progresivo [The History of Progressive Rock],2015-03-27,spanish,117.0,Online Studio Productions,,unknown,30,0.0,0
Historia del Brit Pop: Un bello eco del pasado [The History of Brit Pop: A Beautiful Echo from the Past],2015-03-25,spanish,117.0,Online Studio Productions,,unknown,38,0.0,0
Parejas del Rock [Rock-Solid Couples],2015-03-13,spanish,94.0,Online Studio Productions,,unknown,23,0.0,0
Historia del Glam Rock [The History of Glam Rock],2015-03-27,spanish,117.0,Online Studio Productions,,unknown,25,0.0,0
La Dinastía Strauss [The Strauss Dynasty],2015-03-25,spanish,94.0,Online Studio Productions,,unknown,25,0.0,0
Miley Cyrus: Entre dos mundos [Miley Cyrus: Between Two Worlds],2016-06-13,spanish,141.0,Online Studio Productions,,unknown,30,0.0,0
All That Jazz,2018-08-28,english,836.0,Ethan Mordden,,Joel Froomkin,584,0.0,0
Mozart at the Gateway to His Fortune,2013-07-02,english,668.0,Christoph Wolff,,Mark Whitten,387,0.0,0
World on a String,2012-12-12,english,668.0,"John Pizzarelli, Joseph Cosgriff",,"John Pizzarelli, Joseph Cosgriff",508,0.0,0
I Found All the Parts,2009-02-26,english,234.0,Laura Faeth,,Laura Faeth,412,0.0,0
The Rolling Stones Discover America,2013-12-03,english,500.0,Michael Lydon,,Michael Lydon,149,0.0,0
In My Life,2018-09-20,english,683.0,Alan Johnson,,Alan Johnson,441,0.0,0
Speaking for Ourselves,2018-08-21,english,703.0,Michael B. Bakan,,Kaleo Griffith,622,0.0,0
The Life and Works of Tchaikovsky,2012-10-31,english,820.0,Jeremy Siepmann,,"Jeremy Siepmann, Malcolm Sinclair, Karen Archer,",249,0.0,0
All the Things You Are,2012-08-01,english,836.0,David Evanier,,Rob Dean,795,0.0,0
Soul Serenade,2016-10-04,english,754.0,Rashod Ollison,,C. S. Treadway,510,0.0,0
"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys.",2018-10-04,english,949.0,Viv Albertine,,Jasmine Blackborow,809,0.0,0
The Entrepreneurial Muse,2018-07-31,english,586.0,Jeffrey Nytch,,Stephen Bel Davies,652,0.0,0
Anything Goes,2010-07-09,english,1226.0,Lucy Moore,,Joan Walker,581,0.0,0
Aretha Franklin,2012-04-01,english,1005.0,Mark Bego,,Mel Foster,928,0.0,0
Whitney,2014-10-06,english,379.0,James Robert Parish,,Natasha Staples,788,0.0,0
Piano Lessons,2015-04-27,english,398.0,Anna Goldsworthy,,Anna Goldsworthy,143,0.0,0
My World in Motion,2009-06-05,english,410.0,Jo Whiley,,Jo Whiley,135,0.0,0
Wagner: Tristan und Isolde (Der Klassik(ver)führer - Sonderband),2011-09-07,german,602.0,Sven Friedrich,,Wolfgang Schmidt,121,0.0,0
Wagner: Der fliegende Holländer (Der Klassik(ver)führer - Sonderband),2012-05-04,german,602.0,Sven Friedrich,,Wolfgang Schmidt,112,0.0,0
Satchmo Blows Up the World,2018-07-10,english,836.0,Penny M. Von Eschen,,Christina Delaine,606,0.0,0
Philosophie de la musique et du chant,2018-06-25,french,793.0,Ollivier Pourriol,,Ollivier Pourriol,221,0.0,0
FM,2014-02-25,english,836.0,Richard Neer,,Peter Larkin,846,0.0,0
Keith Richards,2013-09-01,english,1054.0,Victor Bockris,,Adrian Mulraney,1219,0.0,0
The Book of Salsa,2014-02-10,english,836.0,César Miguel Rondón,"FrancesR.Aparicio-translator, JackieWhite-translator",Drew Birdseye,811,0.0,0
The Power of Music,2013-03-01,english,668.0,Elena Mannes,,Amy Rubinate,365,0.0,0
Breve historia de la música,2014-07-28,spanish,691.0,Javier María López,,Juan Manuel Martínez,428,0.0,0
The Never-Ending Present,2018-07-10,english,1003.0,Michael Barclay,,George Stroumboulopoulos,1075,0.0,0
The History of Rock 'n' Roll in Ten Songs,2015-01-27,english,668.0,Greil Marcus,,Henry Rollins,416,0.0,0
I Would Die 4 U,2016-09-27,english,668.0,Touré,,Touré,302,0.0,0
Discover: Music of the Baroque Era,2011-08-10,english,680.0,Clive Unger- Hamilton,,Sebastian Comberti,272,0.0,0
Life & Works - Antonin Dvorak,2012-11-13,english,820.0,Jeremy Siepmann,,"Jeremy Siepmann, Sean Barrett, Jonathan Keeble,",275,0.0,0
But Beautiful,2019-03-07,english,683.0,Geoff Dyer,,Dion Graham,306,0.0,0
Detroit Rock City,2013-07-09,english,735.0,Steve Miller,,Steve Miller,606,0.0,0
The Violin,2013-06-04,english,1338.0,David Schoenbaum,,Mark Ashby,1634,0.0,0
The Rocky Horror Show: As I Remember It,2010-11-30,english,531.0,Rayner Bourton,,Rayner Bourton,412,0.0,0
Beatleness,2014-10-31,english,836.0,Candy Leonard,,Tamara Marston,670,0.0,0
All Shook Up,2011-03-15,english,836.0,Glenn C. Altschuler,,Jack Garrett,560,0.0,0
La Historia escondida de Juan Luis Guerra [The Hidden History of Juan Luis Guerra (Texto Completo)],2008-12-15,spanish,984.0,Dario Tejeda,,Cenia Beltre,597,0.0,0
Fare Thee Well,2018-06-19,english,500.0,"Joel Selvin, Pamela Turley",,John Glouchevitch,612,0.0,0
Maestro Mario,2014-07-25,english,100.0,Andrew Schartmann,,Kaleo Griffith,194,0.0,0
Introducing George the Poet,2015-02-19,english,615.0,George The Poet,,George The Poet,67,0.0,0
Mr. Mojo,2015-04-09,english,501.0,Dylan Jones,,Peter Marinker,278,0.0,0
Ein Traum von Musik. Liebeserklärungen,2010-08-26,german,468.0,various authors,,various narrators,212,0.0,0
Der Klassik(ver)führer. Wagners Ring-Motive,2009-10-28,german,669.0,"Sven Friedrich, Gerhard K. Englert",,Wolfgang Schmidt,146,0.0,0
Castles Made of Sand,2009-08-05,english,258.0,Geoffrey Giuliano,,Geoffrey Giuliano,86,0.0,0
"12 - Storie di dischi irripetibili, musica e lampi di vita",2018-06-27,italian,267.0,Carlo Boccadoro,,Federico Scribani,317,0.0,0
Dirty Blvd.,2015-10-01,english,938.0,Aidan Levy,,Tom Perkins,892,0.0,0
Lick Me,2013-12-05,english,735.0,Cherry Vanilla,,Cherry Vanilla,645,0.0,0
Mozart: Così Fan Tutte,2012-10-26,english,211.0,Thomson Smillie,,David Timson,78,0.0,0
Woodstock,2009-07-27,english,333.0,Joel Makower,,Joel Makower,117,0.0,0
Beale Street Dynasty,2015-03-30,english,836.0,Preston Lauterbach,,Mirron Willis,620,0.0,0
Catch a Wave,2014-09-26,english,836.0,Peter Ames Carlin,,Bronson Pinchot,855,0.0,0
Verdi: Aida,2012-10-26,english,211.0,Thomson Smillie,,David Timson,63,0.0,0
"Louis Armstrong, Master of Modernism",2014-03-25,english,233.0,Thomas Brothers,,Andy Caploe,1158,0.0,0
The Lost Treasures of R&B,2015-02-03,english,702.0,Nelson George,,Shayna Small,323,0.0,0
The Plot Against Hip Hop,2014-10-07,english,702.0,Nelson George,,Shayna Small,317,0.0,0
Ticket Masters,2013-01-25,english,1003.0,"Josh Baron, Dean Budnick",,Mike Chamberlain,1045,0.0,0
Wagner's Ring Motifs,2009-10-29,english,804.0,"Sven Friedrich, Dr. Gerhard K. Englert",,Sir John Tomlinson,152,0.0,0
Elvis Presley: A Southern Life,2015-01-21,english,836.0,Joel Williamson,,Nick Sullivan,834,5.0,1
My Country,2013-07-17,english,233.0,Melanie Dunea,,Julia Farhat,135,0.0,0
George Frideric Handel,2014-10-09,english,836.0,Ellen T. Harris,,Andi Arndt,777,0.0,0
Cavalleria Rusticana,2012-10-26,english,211.0,Thomson Smillie,,David Timson,76,0.0,0
The Chieftains,2000-01-06,english,585.0,John Glatt,,Nanci Griffith,242,0.0,0
Let’s Go Crazy,2015-06-09,english,668.0,Alan Light,,Fred Berman,431,0.0,0
Murder in A-Major,2013-11-27,english,668.0,Morley Torgov,,Christopher Hirsh,424,0.0,0
Beethoven's Shadow,2013-06-12,english,100.0,Jonathan Biss,,Jeff Woodman,117,0.0,0
The Beatles Play Shea,2016-08-29,english,100.0,James Woodall,,Christopher Price,98,0.0,0
Keyboard Conversations,2006-06-29,english,376.0,Jeffrey Siegel,,Jeffrey Siegel,55,0.0,0
The Leonard Bernstein Letters,2014-10-14,english,500.0,unknown,NigelSimone-editor,George Guidall,1421,0.0,0
Notes from the Velvet Underground,2016-02-29,english,721.0,Howard Sounes,,Howard Sounes,821,0.0,0
Down the Highway,2014-08-01,english,987.0,Howard Sounes,,Peter Markinker,1231,0.0,0
Naked at the Albert Hall,2015-08-18,english,569.0,Tracey Thorn,,Tracey Thorn,416,0.0,0
Respect Yourself,2014-05-13,english,1003.0,Robert Gordon,,Cassandra Campbell,1074,0.0,0
Society's Child,2012-06-07,english,836.0,Janis Ian,,Janis Ian,727,0.0,0
There Goes Gravity,2014-04-22,english,879.0,Lisa Robinson,,Lisa Robinson,737,0.0,0
Take Another Little Piece of My Heart,2013-05-16,english,836.0,Pamela Des Barres,,Pamela Des Barres,622,0.0,0
Speed of Sound,2017-03-23,english,721.0,Thomas Dolby,,Thomas Dolby,643,0.0,0
Howling at the Moon,2004-03-08,english,651.0,"Walter Yetnikoff, David Ritz",,Walter Yetnikoff,374,0.0,0
The Book of Drugs,2012-02-07,english,668.0,Mike Doughty,,Mike Doughty,438,0.0,0
The History of the Musical (Unabridged),2001-12-30,english,633.0,Richard Fawkes,,Kim Criswell,316,0.0,0
The Mountain of the Women,2002-02-22,english,751.0,Liam Clancy,,Liam Clancy,372,0.0,0
I Am Brian Wilson,2016-10-11,english,836.0,Brian Wilson,BenGreenman-contributor,Fred Berman,582,0.0,0
Crate Digger: An Obsession with Punk Records,2018-05-15,english,702.0,Bob Suren,,Bob Suren,371,0.0,0
Bach,2014-09-02,english,1338.0,John Eliot Gardiner,,Antony Ferguson,1303,0.0,0
La musica sveglia il tempo,2017-01-27,italian,267.0,Daniel Barenboim,,Oliviero Dinelli,358,0.0,0
Tradition!,2016-03-18,english,501.0,Barbara Isenberg,,Adam Grupper,460,0.0,0
Der Klang,2015-03-16,german,502.0,Martin Schleske,,Martin Schleske,124,0.0,0
Pelleas et Melisande,2012-10-26,english,211.0,Thomson Smillie,,David Timson,78,0.0,0
Punk Avenue,2018-05-08,english,586.0,"Phil Marcade, Legs Mc Neil, Debbie Harry",,Davidde Vries,322,0.0,0
Hot Flush,2018-05-03,english,759.0,Michelle Heaton,,Michelle Heaton,339,0.0,0
Marianne Faithfull,2013-05-16,english,748.0,Mark Hodkinson,,Victoria Grove,809,0.0,0
Robbie Williams,2010-02-24,english,266.0,Paul Scott,,John Last,118,0.0,0
Pavarotti,2009-05-20,english,702.0,"Luciano Pavarotti, William Wright",,David Dukes,184,0.0,0
Dave Barry's Book of Bad Songs,1999-12-07,english,258.0,Dave Barry,,Mike Dodge,90,0.0,0
The Life and Works of Liszt,2011-03-21,english,422.0,Jeremy Siepmann,,"Jeremy Siepmann, Neville Jason",155,0.0,0
Once in a Lifetime,2015-03-16,english,227.0,Jane Bussmann,,Jane Bussmann,188,0.0,0
The Game Don’t Change,2016-11-01,english,820.0,Mazaradi Fox,,Cary Hite,366,0.0,0
The Secret Piano,2012-03-06,english,469.0,Zhu Xiao- Mei,,Nancy Wu,564,0.0,0
Mein Leben mit Wagner,2012-10-18,german,602.0,Christian Thielemann,,Ulrich Tukur,349,0.0,0
Can't Buy Me Love,2013-04-01,english,1054.0,Jonathan Gould,,Richard Aspel,1792,0.0,0
Carmen,2012-10-26,english,211.0,Thomson Smillie,,David Timson,65,0.0,0
Noel Coward,2008-08-12,english,410.0,Sheridan Morley,,Sheridan Morley,153,0.0,0
The Flying Dutchman,2012-10-26,english,211.0,Thomson Smillie,,David Timson,67,0.0,0
Tristan und Isolde,2012-10-26,english,211.0,Christopher Cook,,Christopher Cook,79,0.0,0
Full Voice,2012-08-03,english,633.0,Barbara Mc Afee,,Barbara Mc Afee,322,0.0,0
Gilbert and Sullivan: Opera Explained,2012-10-26,english,422.0,Thomson Smillie,,David Timson,158,0.0,0
The Life and Works of Mozart,2012-11-15,english,820.0,Jeremy Siepmann,,"Jeremy Siepmann, Nicholas Boulton, Edwardde Souza,",292,0.0,0
My Bass and Other Animals,2011-06-23,english,303.0,Guy Pratt,,Guy Pratt,523,0.0,0
Moon the Loon,2014-05-30,english,569.0,"Dougal Butler, Chris Trengove, Peter Lawrence",,Karl Howman,534,0.0,0
Puccini: Turandot,2012-10-26,english,211.0,Thomson Smillie,,David Timson,79,0.0,0
Film Music,2009-03-31,english,190.0,Paul Tonks,,Victoria Gaskell- Watkins,240,0.0,0
Whisperin’ Bill Anderson,2016-10-01,english,820.0,Bill Anderson,,"Peter Cooper, Bill Anderson",595,0.0,0
Der Fall Wagner,2010-07-20,german,166.0,Friedrich Nietzsche,,Dietrich Fischer- Dieskau,59,0.0,0
In Beethovens Schatten,2014-02-20,german,166.0,Jonathan Biss,,Helmut Krauss,152,0.0,0
Richard Wagner: Tristan und Isolde,2013-09-13,german,233.0,Frank Piontek,,Frank Piontek,66,0.0,0
Richard Wagner: Parsifal: Werkschau Bayreuth 2004,2013-10-01,german,300.0,various authors,,various narrators,46,0.0,0
Backtrack,2015-06-15,english,569.0,Tessa Niles,,Tessa Niles,360,0.0,0
